group,level,group_name,rank,task_id,task,onet_soc,styrk08,styrk08_name,weight_share,eloundou_label,eloundou_beta,chat_usage_pct,chat_n_classified,chat_automation_share,api_automation_share
465,4,Terapeutiske fag,1,20578,Listen and provide emotional support and encouragement to psychiatric patients.,31-1133.00,5321,Helsefagarbeidere,0.0175,E0,0.0,0.0071,34,0.0,
465,4,Terapeutiske fag,2,18696,Complete physical checks and monitor patients to detect unusual or harmful behavior and report observations to professional staff.,31-1133.00,5321,Helsefagarbeidere,0.0162,E0,0.0,,,,
465,4,Terapeutiske fag,3,2005,Maintain patients' restrictions to assigned areas.,31-1133.00,5321,Helsefagarbeidere,0.0152,E0,0.0,,,,
465,4,Terapeutiske fag,4,14818,"Massage, shampoo, and condition patron's hair and scalp to clean them and remove excess oil.",39-5093.00,5142,Kosmetologer mv.,0.0046,E0,0.0,,,,
465,4,Terapeutiske fag,5,14819,Advise patrons with chronic or potentially contagious scalp conditions to seek medical treatment.,39-5093.00,5142,Kosmetologer mv.,0.0035,E0,0.0,,,,
465,4,Terapeutiske fag,6,13140,Train workers in proper operational procedures and functions and explain company policies.,39-1022.00,5311,Barnehage- og skolefritidsassistenter mv.,0.0032,E0,0.0,,,,
465,4,Terapeutiske fag,7,13142,Meet with managers or other supervisors to stay informed of changes affecting operations.,39-1022.00,5311,Barnehage- og skolefritidsassistenter mv.,0.0031,E0,0.0,,,,
465,4,Terapeutiske fag,8,13138,"Assign work schedules, following work requirements, to ensure quality and timely delivery of service.",39-1022.00,5311,Barnehage- og skolefritidsassistenter mv.,0.003,E2,0.5,,,,
465,4,Terapeutiske fag,9,14820,"Treat scalp conditions and hair loss, using specialized lotions, shampoos, or equipment such as infrared lamps or vibrating equipment.",39-5093.00,5142,Kosmetologer mv.,0.003,E0,0.0,0.0094,85,0.2,
465,4,Terapeutiske fag,10,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0029,E2,0.5,0.0243,223,0.4305,0.8399
466,4,Apotekfag,1,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.0251,E0,0.0,,,,1.0
466,4,Apotekfag,2,2430,Receive payment or obtain credit authorization.,41-2022.00,5223,Butikkmedarbeidere,0.0242,E0,0.0,0.0078,66,0.2727,0.8148
466,4,Apotekfag,3,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.024,E2,0.5,0.1157,1153,0.4605,0.9403
466,4,Apotekfag,4,830,"Operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",43-9061.00,4110,Kontormedarbeidere,0.0011,E0,0.0,0.023,221,0.5068,1.0
466,4,Apotekfag,5,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0011,E2,0.5,0.0243,223,0.4305,0.8399
466,4,Apotekfag,6,826,"Communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",43-9061.00,4110,Kontormedarbeidere,0.0011,E2,0.5,0.0103,60,0.5333,1.0
466,4,Apotekfag,7,827,"Answer telephones, direct calls, and take messages.",43-9061.00,4110,Kontormedarbeidere,0.001,E2,0.5,0.0109,24,1.0,1.0
466,4,Apotekfag,8,20578,Listen and provide emotional support and encouragement to psychiatric patients.,31-1133.00,5321,Helsefagarbeidere,0.001,E0,0.0,0.0071,34,0.0,
466,4,Apotekfag,9,20705,"Perform personnel functions, such as selection, training, or evaluation.",11-1021.00,1420,Varehandelssjefer,0.001,E2,0.5,,,,
466,4,Apotekfag,10,20700,Direct administrative activities directly related to making products or providing services.,11-1021.00,1420,Varehandelssjefer,0.0009,E2,0.5,,,,
468,4,Idrettsfag,1,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.0046,E0,0.0,,,,1.0
468,4,Idrettsfag,2,2430,Receive payment or obtain credit authorization.,41-2022.00,5223,Butikkmedarbeidere,0.0045,E0,0.0,0.0078,66,0.2727,0.8148
468,4,Idrettsfag,3,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.0044,E2,0.5,0.1157,1153,0.4605,0.9403
468,4,Idrettsfag,4,16626,"Interpret the results of all methods of non-destructive testing (NDT), such as acoustic emission, electromagnetic, leak, liquid penetrant, magnetic particle, neutron radiographic, radiographic, thermal or infrared, ultrasonic, vibration analysis, and visual testing.",17-3029.01,0310,Menige,0.0037,E2,0.5,,,,
468,4,Idrettsfag,5,16620,"Interpret or evaluate test results in accordance with applicable codes, standards, specifications, or procedures.",17-3029.01,0310,Menige,0.0037,E2,0.5,,,,
468,4,Idrettsfag,6,16625,Prepare reports on non-destructive testing results.,17-3029.01,0310,Menige,0.0037,E2,0.5,,,,1.0
468,4,Idrettsfag,7,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0031,E2,0.5,0.0243,223,0.4305,0.8399
468,4,Idrettsfag,8,20705,"Perform personnel functions, such as selection, training, or evaluation.",11-1021.00,1420,Varehandelssjefer,0.0028,E2,0.5,,,,
468,4,Idrettsfag,9,20700,Direct administrative activities directly related to making products or providing services.,11-1021.00,1420,Varehandelssjefer,0.0027,E2,0.5,,,,
468,4,Idrettsfag,10,13036,Maintain equipment used in a particular sport.,27-2021.00,3421,Idrettsutøvere,0.0017,E0,0.0,,,,
469,4,"Helse-, sosial- og idrettsfag, andre",1,9561,"Clean rooms, hallways, lobbies, lounges, restrooms, corridors, elevators, stairways, locker rooms, and other work areas so that health standards are met.",37-2012.00,9112,Renholdere i virksomheter,0.0093,E0,0.0,,,,
469,4,"Helse-, sosial- og idrettsfag, andre",2,9544,Notify managers concerning the need for major repairs or additions to building operating systems.,37-2011.00,9112,Renholdere i virksomheter,0.0092,E0,0.0,,,,
469,4,"Helse-, sosial- og idrettsfag, andre",3,9539,Gather and empty trash.,37-2011.00,9112,Renholdere i virksomheter,0.0091,E0,0.0,,,,
469,4,"Helse-, sosial- og idrettsfag, andre",4,2024,"Interview patients to obtain medical information and measure their vital signs, weight, and height.",31-9092.00,3256,Helsesekretærer,0.0083,E2,0.5,,,,
469,4,"Helse-, sosial- og idrettsfag, andre",5,2033,Clean and sterilize instruments and dispose of contaminated supplies.,31-9092.00,3256,Helsesekretærer,0.0082,E0,0.0,,,,
469,4,"Helse-, sosial- og idrettsfag, andre",6,2032,"Prepare treatment rooms for patient examinations, keeping the rooms neat and clean.",31-9092.00,3256,Helsesekretærer,0.0082,E0,0.0,,,,
469,4,"Helse-, sosial- og idrettsfag, andre",7,20578,Listen and provide emotional support and encouragement to psychiatric patients.,31-1133.00,5321,Helsefagarbeidere,0.002,E0,0.0,0.0071,34,0.0,
469,4,"Helse-, sosial- og idrettsfag, andre",8,18696,Complete physical checks and monitor patients to detect unusual or harmful behavior and report observations to professional staff.,31-1133.00,5321,Helsefagarbeidere,0.0019,E0,0.0,,,,
469,4,"Helse-, sosial- og idrettsfag, andre",9,2005,Maintain patients' restrictions to assigned areas.,31-1133.00,5321,Helsefagarbeidere,0.0018,E0,0.0,,,,
469,4,"Helse-, sosial- og idrettsfag, andre",10,830,"Operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",43-9061.00,4110,Kontormedarbeidere,0.0017,E0,0.0,0.023,221,0.5068,1.0
471,4,Fiske og havbruk,1,8232,"Feed and water animals, and clean and disinfect pens, cages, yards, and hutches.",45-2021.00,6221,Havbruksarbeidere,0.0219,E0,0.0,,,,
471,4,Fiske og havbruk,2,8235,"Select animals to be bred, and semen specimens to be used, according to knowledge of animals, genealogies, traits, and desired offspring characteristics.",45-2021.00,6221,Havbruksarbeidere,0.021,E2,0.5,,,,
471,4,Fiske og havbruk,3,8237,"Observe animals in heat to detect approach of estrus and exercise animals to induce or hasten estrus, if necessary.",45-2021.00,6221,Havbruksarbeidere,0.0205,E0,0.0,,,,
471,4,Fiske og havbruk,4,34,"Review processing schedules or production orders to make decisions concerning inventory requirements, staffing requirements, work procedures, or duty assignments, considering budgetary limitations and time constraints.",11-3051.00,1321,Ledere av industriproduksjon mv.,0.0037,E2,0.5,,,,
471,4,Fiske og havbruk,5,32,"Direct or coordinate production, processing, distribution, or marketing activities of industrial organizations.",11-3051.00,1321,Ledere av industriproduksjon mv.,0.0037,E2,0.5,,,,
471,4,Fiske og havbruk,6,35,Review operations and confer with technical or administrative staff to resolve production or processing problems.,11-3051.00,1321,Ledere av industriproduksjon mv.,0.0036,E2,0.5,,,,
471,4,Fiske og havbruk,7,14536,"Follow safety procedures to ensure the protection of passengers, cargo, and vessels.",53-5022.00,8350,Dekks- og maskinmannskap (skip),0.0022,E0,0.0,,,,
471,4,Fiske og havbruk,8,14537,Operate engine throttles and steering mechanisms to guide boats on desired courses.,53-5022.00,8350,Dekks- og maskinmannskap (skip),0.0022,E0,0.0,,,,
471,4,Fiske og havbruk,9,14540,"Secure boats to docks with mooring lines, and cast off lines to enable departure.",53-5022.00,8350,Dekks- og maskinmannskap (skip),0.002,E0,0.0,,,,
471,4,Fiske og havbruk,10,21370,"Collect and record growth, production, and environmental data.",11-9013.00,1312,Ledere innen akvakultur mv.,0.0018,E2,0.5,,,,
473,4,Gartneri og hagebruk,1,13356,Observe and listen to machinery operation to detect equipment malfunctions.,45-2091.00,6113,Gartnere,0.0113,E0,0.0,,,,
473,4,Gartneri og hagebruk,2,13359,"Operate or tend equipment used in agricultural production, such as tractors, combines, and irrigation equipment.",45-2091.00,6113,Gartnere,0.0112,E0,0.0,,,,
473,4,Gartneri og hagebruk,3,13364,"Attach farm implements such as plows, discs, sprayers, or harvesters to tractors, using bolts and hand tools.",45-2091.00,6113,Gartnere,0.0107,E0,0.0,,,,
473,4,Gartneri og hagebruk,4,9544,Notify managers concerning the need for major repairs or additions to building operating systems.,37-2011.00,5153,Vaktmestre,0.0044,E0,0.0,,,,
473,4,Gartneri og hagebruk,5,9539,Gather and empty trash.,37-2011.00,5153,Vaktmestre,0.0044,E0,0.0,,,,
473,4,Gartneri og hagebruk,6,9538,"Service, clean, or supply restrooms.",37-2011.00,5153,Vaktmestre,0.0042,E0,0.0,,,,
473,4,Gartneri og hagebruk,7,20291,"Inspect work progress, equipment, or construction sites to verify safety or to ensure that specifications are met.",47-1011.00,3123,"Arbeidsleder, bygg og anlegg",0.0042,E2,0.5,,,,
473,4,Gartneri og hagebruk,8,11426,"Supervise, coordinate, or schedule the activities of construction or extractive workers.",47-1011.00,3123,"Arbeidsleder, bygg og anlegg",0.004,E2,0.5,,,,1.0
473,4,Gartneri og hagebruk,9,11432,"Assign work to employees, based on material or worker requirements of specific jobs.",47-1011.00,3123,"Arbeidsleder, bygg og anlegg",0.0039,E2,0.5,,,,1.0
473,4,Gartneri og hagebruk,10,14903,"Drive pilings to provide support for buildings or other structures, using heavy equipment with a pile driver head.",47-2072.00,8342,Anleggsmaskinførere,0.0031,E0,0.0,,,,
474,4,Skogbruk,1,9802,"Inspect equipment for safety prior to use, and perform necessary basic maintenance tasks.",45-4022.00,8341,Jordbruks- og skogbruksmaskinførere,0.0275,E0,0.0,,,,
474,4,Skogbruk,2,9803,"Drive straight or articulated tractors equipped with accessories such as bulldozer blades, grapples, logging arches, cable winches, and crane booms to skid, load, unload, or stack logs, pull stumps, or clear brush.",45-4022.00,8341,Jordbruks- og skogbruksmaskinførere,0.0248,E0,0.0,,,,
474,4,Skogbruk,3,9807,"Control hydraulic tractors equipped with tree clamps and booms to lift, swing, and bunch sheared trees.",45-4022.00,8341,Jordbruks- og skogbruksmaskinførere,0.0218,E0,0.0,,,,
474,4,Skogbruk,4,5566,"Thin and space trees and control weeds and undergrowth, using manual tools and chemicals, or supervise workers performing these tasks.",19-4071.00,3143,Skogteknikere,0.0084,E0,0.0,,,,
474,4,Skogbruk,5,5570,"Provide information about, and enforce, regulations, such as those concerning environmental protection, resource utilization, fire safety, and accident prevention.",19-4071.00,3143,Skogteknikere,0.0079,E2,0.5,0.0031,17,0.0,
474,4,Skogbruk,6,5563,"Train and lead forest and conservation workers in seasonal activities, such as planting tree seedlings, putting out forest fires, and maintaining recreational facilities.",19-4071.00,3143,Skogteknikere,0.0075,E0,0.0,,,,
474,4,Skogbruk,7,9811,"Evaluate log characteristics and determine grades, using established criteria.",45-4023.00,6210,Skogbrukere,0.0037,E2,0.5,,,,
474,4,Skogbruk,8,7026,Check equipment to ensure that it is operating properly.,45-4011.00,6210,Skogbrukere,0.0034,E0,0.0,,,,
474,4,Skogbruk,9,9812,Record data about individual trees or load volumes into tally books or hand-held collection terminals.,45-4023.00,6210,Skogbrukere,0.0031,E2,0.5,,,,
474,4,Skogbruk,10,14903,"Drive pilings to provide support for buildings or other structures, using heavy equipment with a pile driver head.",47-2072.00,8342,Anleggsmaskinførere,0.0029,E0,0.0,,,,
479,4,"Primærnæringsfag, andre",1,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.0036,E0,0.0,,,,1.0
479,4,"Primærnæringsfag, andre",2,2430,Receive payment or obtain credit authorization.,41-2022.00,5223,Butikkmedarbeidere,0.0035,E0,0.0,0.0078,66,0.2727,0.8148
479,4,"Primærnæringsfag, andre",3,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.0034,E2,0.5,0.1157,1153,0.4605,0.9403
479,4,"Primærnæringsfag, andre",4,8232,"Feed and water animals, and clean and disinfect pens, cages, yards, and hutches.",45-2021.00,6121,Melke- og husdyrprodusenter,0.0029,E0,0.0,,,,
479,4,"Primærnæringsfag, andre",5,8235,"Select animals to be bred, and semen specimens to be used, according to knowledge of animals, genealogies, traits, and desired offspring characteristics.",45-2021.00,6121,Melke- og husdyrprodusenter,0.0028,E2,0.5,,,,
479,4,"Primærnæringsfag, andre",6,8237,"Observe animals in heat to detect approach of estrus and exercise animals to induce or hasten estrus, if necessary.",45-2021.00,6121,Melke- og husdyrprodusenter,0.0027,E0,0.0,,,,
479,4,"Primærnæringsfag, andre",7,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0026,E2,0.5,0.0243,223,0.4305,0.8399
479,4,"Primærnæringsfag, andre",8,20705,"Perform personnel functions, such as selection, training, or evaluation.",11-1021.00,1420,Varehandelssjefer,0.0023,E2,0.5,,,,
