O*NET-SOC Code	Task ID	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
13-1041.06	8926	IM	n/a	4.70	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	8926	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	20181	IM	n/a	4.67	18	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	20181	RT	n/a	90.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	8927	IM	n/a	4.63	19	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	8927	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	8931	IM	n/a	4.31	13	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	8931	RT	n/a	68.42	19	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	8922	IM	n/a	4.20	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	8922	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	8925	IM	n/a	4.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	8925	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	8930	IM	n/a	3.47	19	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	8930	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	8929	IM	n/a	3.60	10	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	8929	RT	n/a	55.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.07	18054	IM	n/a	4.60	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18054	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18045	IM	n/a	4.55	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18045	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18061	IM	n/a	4.55	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18061	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18048	IM	n/a	4.50	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18048	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18062	IM	n/a	4.45	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18062	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18049	IM	n/a	4.44	18	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18049	RT	n/a	90.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18055	IM	n/a	4.42	19	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18055	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18067	IM	n/a	4.39	18	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18067	RT	n/a	90.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18052	IM	n/a	4.35	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18052	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18070	IM	n/a	4.33	15	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18070	RT	n/a	75.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18051	IM	n/a	4.32	19	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18051	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	21094	IM	n/a	4.26	19	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	21094	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18050	IM	n/a	4.21	19	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18050	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18065	IM	n/a	4.00	19	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18065	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	21095	IM	n/a	4.00	18	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	21095	RT	n/a	90.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18058	IM	n/a	4.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18058	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18063	IM	n/a	3.95	19	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18063	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18060	IM	n/a	3.80	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18060	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18053	IM	n/a	3.79	19	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18053	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18066	IM	n/a	3.55	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18066	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18059	IM	n/a	3.45	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18059	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18068	IM	n/a	3.29	14	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18068	RT	n/a	70.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18056	IM	n/a	3.22	18	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18056	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	21096	IM	n/a	3.21	14	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	21096	RT	n/a	75.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	19553	IM	n/a	3.33	6	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	19553	RT	n/a	30.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18069	IM	n/a	3.18	11	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18069	RT	n/a	55.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18064	IM	n/a	2.94	17	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	18064	RT	n/a	85.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	19557	IM	n/a	2.43	7	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	19557	RT	n/a	35.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	19552	IM	n/a	2.29	7	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	19552	RT	n/a	35.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	19554	IM	n/a	2.17	6	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	19554	RT	n/a	30.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.08	15945	IM	n/a	4.85	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15945	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15946	IM	n/a	4.85	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15946	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15936	IM	n/a	4.75	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15936	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15942	IM	n/a	4.75	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15942	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15932	IM	n/a	4.65	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15932	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15941	IM	n/a	4.60	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15941	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15933	IM	n/a	4.45	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15933	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15924	IM	n/a	4.45	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15924	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15944	IM	n/a	4.25	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15944	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15926	IM	n/a	4.15	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15926	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15934	IM	n/a	4.10	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15934	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15930	IM	n/a	4.05	19	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15930	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15937	IM	n/a	4.05	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15937	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15940	IM	n/a	4.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15940	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15939	IM	n/a	3.79	19	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15939	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15928	IM	n/a	3.47	17	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15928	RT	n/a	85.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15925	IM	n/a	3.47	17	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15925	RT	n/a	85.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15929	IM	n/a	3.38	16	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15929	RT	n/a	80.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15943	IM	n/a	3.30	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15943	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15927	IM	n/a	3.27	15	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15927	RT	n/a	75.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15935	IM	n/a	3.00	17	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15935	RT	n/a	85.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15931	IM	n/a	2.94	18	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15931	RT	n/a	90.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15938	IM	n/a	2.84	19	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	15938	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1051.00	80	IM	n/a	4.27	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	80	RT	n/a	100.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	83	IM	n/a	4.19	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	83	RT	n/a	100.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	20846	IM	n/a	4.18	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	20846	RT	n/a	100.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	81	IM	n/a	4.10	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	81	RT	n/a	95.45	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	82	IM	n/a	4.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	82	RT	n/a	100.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	90	IM	n/a	4.00	15	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	90	RT	n/a	68.18	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	85	IM	n/a	4.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	85	RT	n/a	100.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	84	IM	n/a	4.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	84	RT	n/a	95.45	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	89	IM	n/a	3.95	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	89	RT	n/a	95.45	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	86	IM	n/a	3.75	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	86	RT	n/a	90.91	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	87	IM	n/a	3.72	18	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	87	RT	n/a	81.82	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	91	IM	n/a	3.52	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	91	RT	n/a	100.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	92	IM	n/a	3.33	15	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	92	RT	n/a	68.18	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	88	IM	n/a	3.16	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	88	RT	n/a	90.91	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1071.00	18861	IM	n/a	4.66	114	0.1047	4.4569	4.8719	N	08/2019	Incumbent
13-1071.00	18861	RT	n/a	91.11	123	4.8949	75.5989	97.1373	N	08/2019	Incumbent
13-1071.00	18859	IM	n/a	4.50	104	0.1461	4.2058	4.7854	N	08/2019	Incumbent
13-1071.00	18859	RT	n/a	84.67	124	4.6609	73.0660	91.8279	N	08/2019	Incumbent
13-1071.00	18864	IM	n/a	4.44	108	0.1006	4.2369	4.6358	N	08/2019	Incumbent
13-1071.00	18864	RT	n/a	95.95	124	1.6043	91.2781	98.1722	N	08/2019	Incumbent
13-1071.00	18866	IM	n/a	4.33	103	0.1638	4.0050	4.6547	N	08/2019	Incumbent
13-1071.00	18866	RT	n/a	83.23	124	5.2660	70.1622	91.2801	N	08/2019	Incumbent
13-1071.00	18852	IM	n/a	4.31	90	0.1627	3.9861	4.6329	N	08/2019	Incumbent
13-1071.00	18852	RT	n/a	81.39	125	4.6896	70.3207	88.9738	N	08/2019	Incumbent
13-1071.00	18868	IM	n/a	4.18	106	0.1799	3.8282	4.5417	N	08/2019	Incumbent
13-1071.00	18868	RT	n/a	93.08	124	2.9646	84.3981	97.1010	N	08/2019	Incumbent
13-1071.00	18860	IM	n/a	4.18	105	0.1237	3.9373	4.4278	N	08/2019	Incumbent
13-1071.00	18860	RT	n/a	88.47	123	4.7784	75.2214	95.0988	N	08/2019	Incumbent
13-1071.00	18871	IM	n/a	4.16	102	0.1911	3.7774	4.5354	N	08/2019	Incumbent
13-1071.00	18871	RT	n/a	93.15	123	2.9210	84.6037	97.1170	N	08/2019	Incumbent
13-1071.00	18870	IM	n/a	4.14	93	0.2135	3.7114	4.5595	N	08/2019	Incumbent
13-1071.00	18870	RT	n/a	75.03	123	9.1908	53.2246	88.8109	N	08/2019	Incumbent
13-1071.00	18863	IM	n/a	4.00	97	0.1648	3.6741	4.3285	N	08/2019	Incumbent
13-1071.00	18863	RT	n/a	76.34	123	9.4380	53.4172	90.0737	N	08/2019	Incumbent
13-1071.00	18856	IM	n/a	3.99	94	0.1712	3.6478	4.3277	N	08/2019	Incumbent
13-1071.00	18856	RT	n/a	83.01	123	5.2988	69.9011	91.1343	N	08/2019	Incumbent
13-1071.00	18857	IM	n/a	3.91	93	0.1808	3.5526	4.2709	N	08/2019	Incumbent
13-1071.00	18857	RT	n/a	72.05	122	7.0802	56.2395	83.7942	N	08/2019	Incumbent
13-1071.00	18854	IM	n/a	3.90	76	0.2378	3.4275	4.3749	N	08/2019	Incumbent
13-1071.00	18854	RT	n/a	67.59	122	8.7361	48.6382	82.1218	N	08/2019	Incumbent
13-1071.00	18862	IM	n/a	3.89	81	0.2132	3.4702	4.3188	N	08/2019	Incumbent
13-1071.00	18862	RT	n/a	67.94	122	7.6148	51.4683	80.8902	N	08/2019	Incumbent
13-1071.00	18865	IM	n/a	3.86	88	0.1503	3.5603	4.1579	N	08/2019	Incumbent
13-1071.00	18865	RT	n/a	83.53	122	7.2937	63.9706	93.5439	N	08/2019	Incumbent
13-1071.00	18867	IM	n/a	3.86	88	0.1697	3.5193	4.1938	N	08/2019	Incumbent
13-1071.00	18867	RT	n/a	85.41	122	5.2781	71.6774	93.1212	N	08/2019	Incumbent
13-1071.00	18853	IM	n/a	3.81	84	0.1857	3.4379	4.1766	N	08/2019	Incumbent
13-1071.00	18853	RT	n/a	78.86	123	6.8983	62.1860	89.4344	N	08/2019	Incumbent
13-1071.00	18872	IM	n/a	3.73	97	0.1644	3.4025	4.0553	N	08/2019	Incumbent
13-1071.00	18872	RT	n/a	90.02	120	4.5054	76.9667	96.0546	N	08/2019	Incumbent
13-1071.00	18858	IM	n/a	3.71	86	0.1260	3.4583	3.9593	N	08/2019	Incumbent
13-1071.00	18858	RT	n/a	80.74	122	5.3040	68.0936	89.1755	N	08/2019	Incumbent
13-1071.00	21097	IM	n/a	4.45	62	0.1761	4.0940	4.7984	N	08/2019	Incumbent
13-1071.00	21097	RT	n/a	51.51	123	8.0412	35.9618	66.7655	N	08/2019	Incumbent
13-1071.00	18869	IM	n/a	4.34	67	0.2211	3.8977	4.7807	N	08/2019	Incumbent
13-1071.00	18869	RT	n/a	51.62	123	8.8728	34.5615	68.3149	N	08/2019	Incumbent
13-1071.00	18855	IM	n/a	4.28	80	0.1678	3.9469	4.6150	N	08/2019	Incumbent
13-1071.00	18855	RT	n/a	60.14	123	9.0913	41.5951	76.1718	N	08/2019	Incumbent
13-1071.00	18876	IM	n/a	4.11	82	0.1691	3.7728	4.4459	N	08/2019	Incumbent
13-1071.00	18876	RT	n/a	63.59	124	11.1515	40.2358	81.9237	N	08/2019	Incumbent
13-1071.00	18874	IM	n/a	3.95	75	0.1896	3.5702	4.3257	N	08/2019	Incumbent
13-1071.00	18874	RT	n/a	58.24	124	7.8848	42.3302	72.5955	N	08/2019	Incumbent
13-1071.00	18873	IM	n/a	3.57	58	0.2179	3.1380	4.0106	N	08/2019	Incumbent
13-1071.00	18873	RT	n/a	58.97	123	8.9545	40.8585	74.9411	N	08/2019	Incumbent
13-1071.00	18875	IM	n/a	3.50	58	0.3875	2.7242	4.2762	N	08/2019	Incumbent
13-1071.00	18875	RT	n/a	58.61	121	7.6682	43.0949	72.5864	N	08/2019	Incumbent
13-1074.00	14838	IM	n/a	4.48	50	0.1640	4.1456	4.8048	N	06/2008	Incumbent
13-1074.00	14838	RT	n/a	94.20	57	4.9283	72.7189	99.0003	N	06/2008	Incumbent
13-1074.00	14839	IM	n/a	4.46	54	0.2153	4.0263	4.8898	N	06/2008	Incumbent
13-1074.00	14839	RT	n/a	93.86	57	5.6533	68.1855	99.0901	N	06/2008	Incumbent
13-1074.00	14840	IM	n/a	4.33	53	0.1871	3.9539	4.7050	N	06/2008	Incumbent
13-1074.00	14840	RT	n/a	93.89	57	5.6964	67.7761	99.1160	N	06/2008	Incumbent
13-1074.00	14841	IM	n/a	4.11	49	0.1466	3.8179	4.4072	N	06/2008	Incumbent
13-1074.00	14841	RT	n/a	94.57	56	4.9111	71.9187	99.1635	N	06/2008	Incumbent
13-1074.00	14842	IM	n/a	4.07	57	0.1710	3.7274	4.4123	N	06/2008	Incumbent
13-1074.00	14842	RT	n/a	100.00	57	0.0000	n/a	n/a	N	06/2008	Incumbent
13-1074.00	14843	IM	n/a	4.02	51	0.1948	3.6286	4.4113	N	06/2008	Incumbent
13-1074.00	14843	RT	n/a	86.19	57	7.6806	63.1470	95.7874	N	06/2008	Incumbent
13-1074.00	14844	IM	n/a	4.12	34	0.2868	3.5358	4.7030	N	06/2008	Incumbent
13-1074.00	14844	RT	n/a	54.35	57	10.2609	34.2070	73.1618	N	06/2008	Incumbent
13-1075.00	18886	IM	n/a	4.67	18	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18886	RT	n/a	85.71	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18883	IM	n/a	4.43	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18883	RT	n/a	100.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18890	IM	n/a	4.17	18	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18890	RT	n/a	85.71	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18879	IM	n/a	4.12	16	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18879	RT	n/a	76.19	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18882	IM	n/a	4.11	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18882	RT	n/a	90.48	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18900	IM	n/a	4.06	16	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18900	RT	n/a	76.19	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18884	IM	n/a	4.06	18	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18884	RT	n/a	90.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18893	IM	n/a	4.05	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18893	RT	n/a	95.24	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18891	IM	n/a	4.00	17	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18891	RT	n/a	80.95	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18885	IM	n/a	4.00	17	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18885	RT	n/a	85.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18878	IM	n/a	3.89	18	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18878	RT	n/a	90.48	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18896	IM	n/a	3.81	16	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18896	RT	n/a	80.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18889	IM	n/a	3.65	17	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18889	RT	n/a	80.95	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18881	IM	n/a	3.59	17	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18881	RT	n/a	80.95	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18880	IM	n/a	3.59	17	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18880	RT	n/a	85.71	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18902	IM	n/a	3.57	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18902	RT	n/a	100.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18895	IM	n/a	3.47	15	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18895	RT	n/a	71.43	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18894	IM	n/a	3.44	16	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18894	RT	n/a	85.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18892	IM	n/a	3.36	14	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18892	RT	n/a	70.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18903	IM	n/a	3.28	18	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18903	RT	n/a	90.48	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18897	IM	n/a	3.54	13	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18897	RT	n/a	66.67	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18877	IM	n/a	3.46	13	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18877	RT	n/a	65.00	20	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18904	IM	n/a	3.33	12	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18904	RT	n/a	61.90	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18901	IM	n/a	3.17	12	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18901	RT	n/a	57.14	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18898	IM	n/a	3.08	12	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18898	RT	n/a	57.14	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18899	IM	n/a	2.92	12	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18899	RT	n/a	57.14	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	18888	IM	n/a	2.89	9	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
